user_id,dream_id,dream_text,dominant_emotion
user_00011,d0710b1a-bf25-4654-990c-9327ad6c7a65,"I was in my childhood home, searching for something lost, when I found a burning photograph. Suddenly, everything changed.",fear
user_00011,1fc6ce9a-5e3a-4790-b58c-008c3f2316db,"I was in a haunted forest, reliving an old memory, when I found a glowing orb. Suddenly, everything changed.",anger
user_00012,3e196d0a-5e6e-4308-ab60-8638db3d0647,"I was in my childhood home, flying without wings, when I found a mirror. Suddenly, everything changed.",fear
user_00012,4f58761c-9f9b-4c9f-bdcf-c8bfcce9896e,"I was in a crowded temple, running from a shadow, when I found a mirror. Suddenly, everything changed.",fear
user_00013,e284a788-97d2-4232-b690-c701b99dcd9c,"I was in a haunted forest, searching for something lost, when I found a crying child. Suddenly, everything changed.",neutral
user_00013,533beda4-bc61-4e6a-b71d-76ae65da62a4,"I was in a haunted forest, dancing in the dark, when I found a crying child. Suddenly, everything changed.",fear
user_00014,f75d9b79-11ef-46ce-b0b2-8148a72d3e9b,"I was in a haunted forest, reliving an old memory, when I found a burning photograph. Suddenly, everything changed.",sadness
user_00014,69a5d642-43c6-43cd-8d4a-5e9a6d2d651b,"I was in a haunted forest, reliving an old memory, when I found a crying child. Suddenly, everything changed.",fear
user_00015,64ee2c18-ab18-44bd-87c1-2a249a05dc5f,"I was in a rain-soaked street, searching for something lost, when I found a crying child. Suddenly, everything changed.",sadness
user_00015,42118986-74b1-45ba-9d62-b9383249ab9b,"I was in a crowded temple, flying without wings, when I found a crying child. Suddenly, everything changed.",neutral
user_00015,dd3ea869-2c3d-46d0-8722-4689ac714a8b,"I was in a rain-soaked street, searching for something lost, when I found a locked door. Suddenly, everything changed.",joy
user_00016,9bc69947-86e6-45fb-a91e-f9b4c2e84031,"I was in a deserted village, running from a shadow, when I found a mirror. Suddenly, everything changed.",joy
user_00017,77c17090-c325-4fa4-a517-5d98b1bcc7cb,"I was in my childhood home, searching for something lost, when I found a crying child. Suddenly, everything changed.",joy
user_00018,4d5377ca-9c15-4853-b208-2cc31d2ee3ed,"I was in a rain-soaked street, flying without wings, when I found a mirror. Suddenly, everything changed.",neutral
user_00019,fcba8701-a1cb-422c-b80e-5557125c13ff,"I was in a haunted forest, searching for something lost, when I found a crying child. Suddenly, everything changed.",disgust
user_00019,650b1e0f-37f4-4136-b2f1-6a3b67c95c47,"I was in a deserted village, flying without wings, when I found a glowing orb. Suddenly, everything changed.",surprise
user_00020,5282bd3f-8992-4cb2-98e0-d0aae4c27fad,"I was in a rain-soaked street, running from a shadow, when I found a locked door. Suddenly, everything changed.",disgust
user_00020,e0b548fb-d174-413f-afb1-c3394689aa10,"I was in a rain-soaked street, reliving an old memory, when I found a glowing orb. Suddenly, everything changed.",fear
user_00020,f8accb8f-e447-4c89-bc9c-39d83e0bb846,"I was in a haunted forest, flying without wings, when I found a crying child. Suddenly, everything changed.",sadness
user_00021,3b2fb69f-99ee-4a87-b458-5b088764f8d7,"I was in a haunted forest, reliving an old memory, when I found a locked door. Suddenly, everything changed.",joy
user_00021,33fb4187-c0b6-4870-8480-665c3f41851c,"I was in a haunted forest, reliving an old memory, when I found a burning photograph. Suddenly, everything changed.",disgust
user_00022,c8a86bed-32fd-491a-abe0-16e860eb59d6,"I was in a crowded temple, searching for something lost, when I found a mirror. Suddenly, everything changed.",fear
user_00023,0ff42538-e3c0-4d36-8bac-120a9ceadb8b,"I was in a haunted forest, running from a shadow, when I found a crying child. Suddenly, everything changed.",joy
user_00023,ba15bff5-2ef4-40b0-8a06-209a2c5e88d4,"I was in a crowded temple, reliving an old memory, when I found a burning photograph. Suddenly, everything changed.",anger
user_00023,f11a8726-bd10-42aa-b10b-1f4c26899329,"I was in my childhood home, searching for something lost, when I found a crying child. Suddenly, everything changed.",sadness
user_00024,cfbd3825-a4ed-46d1-b570-39ab428c448b,"I was in a rain-soaked street, running from a shadow, when I found a crying child. Suddenly, everything changed.",fear
user_00024,358c8fc2-69b8-4997-99e4-0add1f2ea236,"I was in my childhood home, searching for something lost, when I found a glowing orb. Suddenly, everything changed.",fear
user_00025,8c3e9e26-bad8-48fe-8ac0-54988b6320c5,"I was in my childhood home, dancing in the dark, when I found a crying child. Suddenly, everything changed.",joy
user_00026,aa4ba22a-fef2-4e3f-a483-b7a8e223ca42,"I was in a haunted forest, searching for something lost, when I found a mirror. Suddenly, everything changed.",sadness
user_00027,8d864bca-855d-4389-ab17-56aa51a8e2c3,"I was in my childhood home, dancing in the dark, when I found a locked door. Suddenly, everything changed.",surprise
user_00027,6b3e2676-095a-4519-894c-72a21e29f2fb,"I was in a rain-soaked street, reliving an old memory, when I found a burning photograph. Suddenly, everything changed.",sadness
user_00027,678e0107-74b5-4fdc-aa23-a02e2e2c26bb,"I was in a deserted village, dancing in the dark, when I found a locked door. Suddenly, everything changed.",joy
user_00028,5dff93ca-c53f-4a86-b951-5720db78f280,"I was in my childhood home, searching for something lost, when I found a locked door. Suddenly, everything changed.",disgust
user_00028,ab3b604e-f37f-4809-b9ef-6ec8dbb24566,"I was in a rain-soaked street, reliving an old memory, when I found a locked door. Suddenly, everything changed.",joy
user_00028,048278f2-d6ba-47fe-a2fd-30d98c1ebdf2,"I was in a haunted forest, dancing in the dark, when I found a crying child. Suddenly, everything changed.",sadness
user_00029,82e2a187-7f21-43cb-bdaf-e779750eb1ef,"I was in a crowded temple, searching for something lost, when I found a mirror. Suddenly, everything changed.",fear
user_00030,37e24d50-6d83-4048-bb73-c8ac8303752e,"I was in a rain-soaked street, dancing in the dark, when I found a crying child. Suddenly, everything changed.",joy
user_00030,f703e356-807e-4686-a492-33673fe96f13,"I was in a haunted forest, running from a shadow, when I found a mirror. Suddenly, everything changed.",neutral
user_00030,890ec51f-9998-4782-aedf-70304096d362,"I was in a rain-soaked street, reliving an old memory, when I found a mirror. Suddenly, everything changed.",fear
user_00031,a2fd089d-893d-47fc-86b3-cc13ef2b2d78,"I was in a deserted village, dancing in the dark, when I found a mirror. Suddenly, everything changed.",neutral
user_00031,9a46b545-5d5f-42e7-8023-388626fdb8cc,"I was in a haunted forest, dancing in the dark, when I found a mirror. Suddenly, everything changed.",sadness
user_00032,51e628b8-aa48-4a21-b2e8-1669354a91a5,"I was in a haunted forest, running from a shadow, when I found a glowing orb. Suddenly, everything changed.",fear
user_00033,30c7fca3-95e0-4a34-9825-5f9f0b8e09ea,"I was in a rain-soaked street, flying without wings, when I found a mirror. Suddenly, everything changed.",fear
user_00034,78534fee-00a3-4ab7-bbf1-2014308e1014,"I was in my childhood home, flying without wings, when I found a mirror. Suddenly, everything changed.",fear
user_00034,2e827b54-db7d-4572-a91d-663c003bbfdc,"I was in a haunted forest, dancing in the dark, when I found a crying child. Suddenly, everything changed.",joy
user_00035,faba1e60-c7cc-4065-9c2d-b98064db6f75,"I was in a haunted forest, searching for something lost, when I found a burning photograph. Suddenly, everything changed.",fear
user_00035,9bac1647-6bb0-4988-8510-83cbe11754fb,"I was in a deserted village, running from a shadow, when I found a locked door. Suddenly, everything changed.",disgust
user_00036,5b43408c-0cef-4087-9c50-2c132e2d4b5d,"I was in a rain-soaked street, running from a shadow, when I found a mirror. Suddenly, everything changed.",sadness
user_00036,2e4abcdb-2272-489d-a14a-805ab358f675,"I was in a haunted forest, running from a shadow, when I found a crying child. Suddenly, everything changed.",fear
user_00036,3c2a88ee-47a3-4094-8acf-a12476a0a2d2,"I was in a haunted forest, searching for something lost, when I found a locked door. Suddenly, everything changed.",fear
user_00037,8105a2e6-3aa2-4e07-8dfe-fab979a1f859,"I was in a deserted village, flying without wings, when I found a crying child. Suddenly, everything changed.",surprise
user_00038,9e745fc3-2779-44ef-a9e8-f48fa945d5ed,"I was in a rain-soaked street, running from a shadow, when I found a mirror. Suddenly, everything changed.",anger
user_00038,3683bd61-2538-492f-b293-cd70b96e7252,"I was in a rain-soaked street, dancing in the dark, when I found a burning photograph. Suddenly, everything changed.",neutral
user_00039,c1d521d9-b863-4fdc-8ef3-c848752f5264,"I was in a haunted forest, dancing in the dark, when I found a locked door. Suddenly, everything changed.",anger
user_00040,4eaee7a5-7884-4ea0-9590-4c4bbe391db0,"I was in a haunted forest, searching for something lost, when I found a glowing orb. Suddenly, everything changed.",fear
user_00040,f2e33923-ea6b-44db-86c6-bfe691dc25ab,"I was in a rain-soaked street, running from a shadow, when I found a crying child. Suddenly, everything changed.",fear
user_00041,fb9a6b00-6c81-4157-a3bc-afce239223a2,"I was in a deserted village, flying without wings, when I found a crying child. Suddenly, everything changed.",sadness
user_00041,42aa94ed-bc3e-4355-852e-0daef3e6a1e7,"I was in a crowded temple, running from a shadow, when I found a burning photograph. Suddenly, everything changed.",sadness
user_00042,8c193447-6cc4-4f04-93bb-bcd5ff8bfbff,"I was in a rain-soaked street, flying without wings, when I found a glowing orb. Suddenly, everything changed.",sadness
user_00043,42bbabf6-d499-42f5-a291-99b272c3bed1,"I was in a haunted forest, searching for something lost, when I found a glowing orb. Suddenly, everything changed.",joy
user_00043,0b41fc32-a66b-4193-ae22-865c4bba6fa1,"I was in a deserted village, running from a shadow, when I found a crying child. Suddenly, everything changed.",fear
user_00044,f8d959e0-7b4b-4485-990a-70116e5105da,"I was in a rain-soaked street, flying without wings, when I found a crying child. Suddenly, everything changed.",disgust
user_00044,52d1159d-378e-483d-9288-a0c187ea8ef5,"I was in a crowded temple, reliving an old memory, when I found a mirror. Suddenly, everything changed.",surprise
user_00044,0e28257e-6f26-4fc7-bd31-599039cdd79e,"I was in a deserted village, dancing in the dark, when I found a crying child. Suddenly, everything changed.",fear
user_00045,6155aadc-c23b-4fdc-9251-dbba9e54a2b4,"I was in my childhood home, flying without wings, when I found a glowing orb. Suddenly, everything changed.",neutral
user_00045,74712579-a2cb-4928-b20d-32d450a99694,"I was in my childhood home, searching for something lost, when I found a locked door. Suddenly, everything changed.",fear
user_00045,4c669b23-5c58-40fd-bcd6-ee40b3388ca8,"I was in a deserted village, dancing in the dark, when I found a mirror. Suddenly, everything changed.",sadness
user_00046,63eb128e-61c6-444b-8996-b625d1dfb845,"I was in a deserted village, reliving an old memory, when I found a burning photograph. Suddenly, everything changed.",surprise
user_00046,d3b03631-5adf-4be1-8917-71b43b702c0e,"I was in a haunted forest, reliving an old memory, when I found a crying child. Suddenly, everything changed.",anger
user_00046,c2c5ef87-755a-44e6-b516-6185874f3508,"I was in my childhood home, flying without wings, when I found a burning photograph. Suddenly, everything changed.",joy
user_00047,3416a88d-0423-4cac-9524-3d0ee13f6f4d,"I was in a deserted village, dancing in the dark, when I found a locked door. Suddenly, everything changed.",disgust
user_00047,e02db93b-768d-4484-819d-396f233f5204,"I was in a deserted village, reliving an old memory, when I found a crying child. Suddenly, everything changed.",disgust
user_00048,750c716f-049f-4df4-96ca-007ffe77bc3c,"I was in my childhood home, reliving an old memory, when I found a locked door. Suddenly, everything changed.",surprise
user_00049,b70d365e-d8cd-4fda-9b09-96f07ab84f36,"I was in a deserted village, dancing in the dark, when I found a glowing orb. Suddenly, everything changed.",sadness
user_00049,686e62d6-45a9-40a5-aa2e-963750f40ba1,"I was in a crowded temple, dancing in the dark, when I found a crying child. Suddenly, everything changed.",sadness
user_00049,6891c5b8-54bf-4acc-87e9-b12fcf359828,"I was in my childhood home, running from a shadow, when I found a mirror. Suddenly, everything changed.",anger
user_00050,a17f3b48-2ebe-4041-b4db-27825376c473,"I was in a rain-soaked street, dancing in the dark, when I found a crying child. Suddenly, everything changed.",fear
user_00050,7bda4920-f41d-4531-937d-f080e27dd3bd,"I was in a crowded temple, flying without wings, when I found a mirror. Suddenly, everything changed.",disgust
user_00050,8fa08336-84df-4946-a7ee-3bc5eb1b4aa2,"I was in my childhood home, running from a shadow, when I found a crying child. Suddenly, everything changed.",fear
user_00051,6b9eb1eb-25c5-4f6a-82cd-a8fe0710dbda,"I was in a rain-soaked street, running from a shadow, when I found a locked door. Suddenly, everything changed.",neutral
user_00052,634ecace-8545-4aec-9f56-f7e515594619,"I was in a haunted forest, flying without wings, when I found a burning photograph. Suddenly, everything changed.",anger
user_00052,e7fda73c-45e0-4e76-85bd-95182f638212,"I was in my childhood home, running from a shadow, when I found a locked door. Suddenly, everything changed.",sadness
user_00052,2e43f405-4b9f-47b9-96de-ee4ae5cb60a9,"I was in my childhood home, flying without wings, when I found a crying child. Suddenly, everything changed.",fear
user_00053,86104177-1fd5-4918-8773-0b6edf06aea5,"I was in a deserted village, reliving an old memory, when I found a crying child. Suddenly, everything changed.",sadness
user_00054,dda8a0b2-a083-42b0-9445-108e2d514d63,"I was in a haunted forest, reliving an old memory, when I found a glowing orb. Suddenly, everything changed.",anger
user_00054,a5fa783c-3e99-4f69-8f77-1efa67e454c7,"I was in my childhood home, reliving an old memory, when I found a locked door. Suddenly, everything changed.",surprise
user_00055,b240780b-c695-4592-bf5c-72aada464a26,"I was in a crowded temple, searching for something lost, when I found a glowing orb. Suddenly, everything changed.",fear
user_00055,cb22dd7d-7e16-4e09-9527-0e191d9fb76b,"I was in a crowded temple, searching for something lost, when I found a glowing orb. Suddenly, everything changed.",fear
user_00056,3015b575-07bd-4b14-a71f-9f313a34e040,"I was in a rain-soaked street, dancing in the dark, when I found a mirror. Suddenly, everything changed.",fear
user_00056,b1d8c756-7bc4-42fa-9953-9f58e4e1930f,"I was in my childhood home, running from a shadow, when I found a crying child. Suddenly, everything changed.",fear
user_00056,6846c4d7-6440-40f3-9ebb-1910de91deed,"I was in a haunted forest, searching for something lost, when I found a locked door. Suddenly, everything changed.",sadness
user_00057,1e6736e4-bb64-4e94-9d5d-377f62c673e7,"I was in my childhood home, running from a shadow, when I found a glowing orb. Suddenly, everything changed.",neutral
user_00057,c6594916-d9c5-4f47-9b36-b72afab57f76,"I was in a rain-soaked street, flying without wings, when I found a mirror. Suddenly, everything changed.",sadness
user_00058,235eef52-cd54-4a4b-91c6-6864484c62cb,"I was in a crowded temple, flying without wings, when I found a crying child. Suddenly, everything changed.",disgust
user_00059,ed32dba5-b7ff-4074-ad95-b60b4dd1d2f5,"I was in a deserted village, running from a shadow, when I found a glowing orb. Suddenly, everything changed.",disgust
user_00059,c5cb55fb-67ef-4e05-8403-2467dffe84c9,"I was in a crowded temple, running from a shadow, when I found a burning photograph. Suddenly, everything changed.",sadness
user_00060,8e03b312-f87a-4c79-a630-3173af99352a,"I was in a haunted forest, flying without wings, when I found a locked door. Suddenly, everything changed.",joy
user_00060,a4a2f82f-93de-431b-8021-dad064aea0e7,"I was in a deserted village, dancing in the dark, when I found a locked door. Suddenly, everything changed.",surprise
user_00061,24588fb4-734e-4ba7-af1c-39a8ec3b8a75,"I was in a rain-soaked street, reliving an old memory, when I found a locked door. Suddenly, everything changed.",surprise
user_00061,6a693bd6-57ec-46da-9eb3-1f610abba2e0,"I was in a rain-soaked street, searching for something lost, when I found a mirror. Suddenly, everything changed.",sadness
user_00062,bae92980-ec2d-49f9-b98b-f344c19bc03b,"I was in a rain-soaked street, flying without wings, when I found a burning photograph. Suddenly, everything changed.",fear
user_00062,595c4df4-fdc3-4af1-b4f6-c8fc43f2935b,"I was in a crowded temple, flying without wings, when I found a glowing orb. Suddenly, everything changed.",joy
user_00062,b01afba5-9227-4b9c-a49c-659b557d40b6,"I was in a rain-soaked street, dancing in the dark, when I found a burning photograph. Suddenly, everything changed.",fear
user_00063,24bced28-6d20-452e-a400-cc8daa30c245,"I was in a crowded temple, flying without wings, when I found a burning photograph. Suddenly, everything changed.",sadness
user_00064,114f1545-1ecc-4f63-8807-3d62ab7637e7,"I was in my childhood home, dancing in the dark, when I found a burning photograph. Suddenly, everything changed.",fear
user_00064,c33f5e58-3969-4d08-b9cb-90003e5c271a,"I was in a deserted village, reliving an old memory, when I found a glowing orb. Suddenly, everything changed.",fear
user_00065,7f68e627-c6db-45a9-aeb1-611f10b5c302,"I was in my childhood home, running from a shadow, when I found a glowing orb. Suddenly, everything changed.",fear
user_00065,e4909749-de99-45aa-a90b-e27f80eaf4ea,"I was in a deserted village, dancing in the dark, when I found a locked door. Suddenly, everything changed.",disgust
user_00065,db43d12d-4329-445e-b1a9-a3b29aedbb85,"I was in a crowded temple, running from a shadow, when I found a locked door. Suddenly, everything changed.",fear
user_00066,657b630c-ec38-4c94-bd73-5fb3593192a3,"I was in my childhood home, running from a shadow, when I found a glowing orb. Suddenly, everything changed.",sadness
user_00067,767f7e9f-da00-41b9-88c4-7b30c6614709,"I was in a haunted forest, flying without wings, when I found a crying child. Suddenly, everything changed.",sadness
user_00068,dd1a2036-8ea3-43bc-be35-59a285b72cd2,"I was in my childhood home, flying without wings, when I found a burning photograph. Suddenly, everything changed.",surprise
user_00068,7ae26cb2-05ac-4ef1-93e6-dcde9e0dbc57,"I was in a deserted village, reliving an old memory, when I found a glowing orb. Suddenly, everything changed.",joy
user_00068,de30acb9-8039-418c-8e3f-dc1640c4f969,"I was in my childhood home, running from a shadow, when I found a burning photograph. Suddenly, everything changed.",joy
user_00069,bc1d2c0a-3e67-4ce0-a17d-ea51a68d0ecb,"I was in a haunted forest, running from a shadow, when I found a mirror. Suddenly, everything changed.",fear
user_00069,4f27b7ad-6227-4ac5-828d-3f6b269ea59f,"I was in a haunted forest, reliving an old memory, when I found a mirror. Suddenly, everything changed.",fear
user_00070,34fa4e00-8bbd-4d1d-aec7-212a089caabf,"I was in my childhood home, flying without wings, when I found a burning photograph. Suddenly, everything changed.",anger
user_00070,f6653a9a-2c2a-4d95-b1be-dd115d3e9186,"I was in a deserted village, reliving an old memory, when I found a burning photograph. Suddenly, everything changed.",anger
user_00070,bff6faaa-5366-43f8-928a-9884df7bbc04,"I was in a rain-soaked street, reliving an old memory, when I found a locked door. Suddenly, everything changed.",anger
user_00071,5aca2f78-1890-42fa-bfdf-adb7b0e2854a,"I was in a crowded temple, searching for something lost, when I found a crying child. Suddenly, everything changed.",surprise
user_00072,9e7bc57f-afaa-4ab7-877c-a971e6534b6e,"I was in a deserted village, searching for something lost, when I found a burning photograph. Suddenly, everything changed.",fear
user_00073,2e7184ac-379e-414d-b62a-ff3128ae90aa,"I was in a crowded temple, reliving an old memory, when I found a burning photograph. Suddenly, everything changed.",anger
user_00074,9cf76ab1-bfa1-4b9b-9c24-e9a05ad3c7a5,"I was in a deserted village, running from a shadow, when I found a crying child. Suddenly, everything changed.",surprise
user_00075,b98a0ef4-e899-4bea-a481-9717a8498140,"I was in my childhood home, reliving an old memory, when I found a glowing orb. Suddenly, everything changed.",fear
user_00075,06681564-f7e0-4d89-bcfa-8738d670e59a,"I was in my childhood home, searching for something lost, when I found a locked door. Suddenly, everything changed.",sadness
user_00075,a5ce92a8-6c3e-429c-aef4-20c50c9ea02b,"I was in a deserted village, reliving an old memory, when I found a crying child. Suddenly, everything changed.",fear
user_00076,67a13e1f-2f81-47f0-a52e-1d5eb4e65879,"I was in a deserted village, flying without wings, when I found a locked door. Suddenly, everything changed.",sadness
user_00076,1f603a0f-2371-4248-96b2-3f03c17172a6,"I was in a deserted village, dancing in the dark, when I found a crying child. Suddenly, everything changed.",anger
user_00076,f266df1d-cdad-427f-87c7-6a9b0f9b9264,"I was in a deserted village, running from a shadow, when I found a locked door. Suddenly, everything changed.",fear
user_00077,623c36a5-78ee-4424-8b1c-3c9b8b22bd3e,"I was in my childhood home, searching for something lost, when I found a crying child. Suddenly, everything changed.",sadness
user_00077,39f135ad-b8b7-4b7c-a5e0-6d2a9ded7716,"I was in a crowded temple, running from a shadow, when I found a crying child. Suddenly, everything changed.",disgust
user_00077,8db13262-363d-4688-ba52-778f95e3046a,"I was in my childhood home, searching for something lost, when I found a glowing orb. Suddenly, everything changed.",anger
user_00078,9f41af7b-935a-40b1-b83f-806475adefb7,"I was in a haunted forest, searching for something lost, when I found a crying child. Suddenly, everything changed.",sadness
user_00078,6efe5b9a-1053-4844-b71b-14a08afbc6df,"I was in a deserted village, flying without wings, when I found a crying child. Suddenly, everything changed.",fear
user_00079,026c2abe-86e8-4498-980a-e29c240a3761,"I was in a crowded temple, searching for something lost, when I found a glowing orb. Suddenly, everything changed.",anger
user_00079,7efb9048-c149-4e10-ab04-2c2acf7a80df,"I was in a haunted forest, reliving an old memory, when I found a locked door. Suddenly, everything changed.",fear
user_00079,558fd141-0771-41b1-862f-ac098c58c5eb,"I was in a deserted village, dancing in the dark, when I found a glowing orb. Suddenly, everything changed.",sadness
user_00080,3587669b-4c0b-488a-9116-bba3960462d0,"I was in a haunted forest, reliving an old memory, when I found a crying child. Suddenly, everything changed.",anger
user_00081,58a48b0a-297e-4fee-ad20-7c18a25db79e,"I was in a haunted forest, dancing in the dark, when I found a locked door. Suddenly, everything changed.",joy
user_00082,9d12fe7c-e753-4cee-8118-e2c2d48ba0cd,"I was in a rain-soaked street, searching for something lost, when I found a mirror. Suddenly, everything changed.",surprise
user_00082,1fecd6cf-6f73-4452-84ef-61f349c5a7dc,"I was in a haunted forest, dancing in the dark, when I found a glowing orb. Suddenly, everything changed.",fear
user_00083,74d3f3d1-fcee-4cb1-8dd6-d5adfd7a4400,"I was in a crowded temple, running from a shadow, when I found a locked door. Suddenly, everything changed.",joy
user_00084,0e8ce3cc-1c76-4ec7-92a9-18374f3ae8a9,"I was in a crowded temple, searching for something lost, when I found a crying child. Suddenly, everything changed.",fear
user_00084,7d9cb977-fded-4420-9f5f-5653da85922d,"I was in a crowded temple, dancing in the dark, when I found a burning photograph. Suddenly, everything changed.",surprise
user_00084,9b4ec9f5-1cc7-4cea-84aa-e1be9bb00a73,"I was in a crowded temple, dancing in the dark, when I found a crying child. Suddenly, everything changed.",disgust
user_00085,a7e81105-d337-45dd-8998-fdede582cf3d,"I was in my childhood home, flying without wings, when I found a burning photograph. Suddenly, everything changed.",joy
user_00086,34d4eb0a-7aca-4843-b1df-728c4315a654,"I was in a rain-soaked street, reliving an old memory, when I found a crying child. Suddenly, everything changed.",fear
user_00086,7c065e39-1f09-46eb-a72d-7c60bacd5de1,"I was in a rain-soaked street, flying without wings, when I found a mirror. Suddenly, everything changed.",fear
user_00086,07629571-b8d0-415d-ae05-484c9d9072d0,"I was in my childhood home, flying without wings, when I found a crying child. Suddenly, everything changed.",sadness
user_00087,a0c6f3f5-3abf-4b64-b48a-411843d97596,"I was in my childhood home, running from a shadow, when I found a crying child. Suddenly, everything changed.",fear
user_00087,2175cf9f-ef3d-4b0f-a6e5-6d5cf5f24a6c,"I was in my childhood home, running from a shadow, when I found a mirror. Suddenly, everything changed.",fear
user_00087,5f07791b-97bb-4c37-bfba-2059cdfb9566,"I was in a haunted forest, searching for something lost, when I found a glowing orb. Suddenly, everything changed.",disgust
user_00088,5335ce85-62dd-408e-9faf-ce88f1ee606e,"I was in a crowded temple, reliving an old memory, when I found a locked door. Suddenly, everything changed.",neutral
user_00088,e971c63d-5230-41b6-ba20-cffa8033bed9,"I was in my childhood home, running from a shadow, when I found a locked door. Suddenly, everything changed.",fear
user_00088,942d67b0-4609-48a0-9a4f-81bef0b979f8,"I was in a crowded temple, running from a shadow, when I found a burning photograph. Suddenly, everything changed.",fear
user_00089,ba45f372-b19c-490b-a44e-7783bf09af57,"I was in a deserted village, dancing in the dark, when I found a crying child. Suddenly, everything changed.",fear
user_00089,e8f59247-dac9-476d-8084-2ed99192f4fa,"I was in a crowded temple, searching for something lost, when I found a locked door. Suddenly, everything changed.",joy
user_00090,dc995a87-f34a-4f6f-bf4a-8bbfc1618dac,"I was in a crowded temple, running from a shadow, when I found a locked door. Suddenly, everything changed.",fear
user_00091,9fb11957-7fe2-4efd-a745-db4e9e544712,"I was in my childhood home, searching for something lost, when I found a glowing orb. Suddenly, everything changed.",joy
user_00091,77d86b31-4585-4785-8f1d-2856c6ab5898,"I was in a deserted village, flying without wings, when I found a locked door. Suddenly, everything changed.",surprise
user_00092,f3d0283f-8d89-4af5-8c6f-de2a2620a79d,"I was in my childhood home, dancing in the dark, when I found a locked door. Suddenly, everything changed.",fear
user_00093,5d25982b-4f99-4f93-a7cf-26e2d83c6170,"I was in a haunted forest, dancing in the dark, when I found a crying child. Suddenly, everything changed.",fear
user_00094,7f4042f7-e47b-42a2-bfbe-56f20a22f2ea,"I was in a haunted forest, dancing in the dark, when I found a locked door. Suddenly, everything changed.",anger
user_00094,ecedfb0f-9a50-44c0-b53e-a06909a2edf1,"I was in a crowded temple, dancing in the dark, when I found a mirror. Suddenly, everything changed.",sadness
user_00094,5a4009f2-8184-470e-aeb2-5b91f7565d09,"I was in my childhood home, flying without wings, when I found a crying child. Suddenly, everything changed.",anger
user_00095,97e11cb4-5d25-46e1-940d-88e093e70d2b,"I was in a deserted village, reliving an old memory, when I found a crying child. Suddenly, everything changed.",anger
user_00096,cfa8b0d1-4f4d-4989-ac49-d3726c2f9825,"I was in a rain-soaked street, searching for something lost, when I found a locked door. Suddenly, everything changed.",sadness
user_00096,b33a9201-ee23-44f8-bcfc-39d7e3bb6596,"I was in a crowded temple, flying without wings, when I found a locked door. Suddenly, everything changed.",surprise
